,embedding,name,label,sub_label,parts,sample_id,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,visibleMethodsQty,type,from_project,RM_LOC,RM_LCOM5,RM_NADC,RM_ATFD,RM_WMC
73,"[-0.42531846 -1.26709408  0.74458796 ... -2.6085462   0.34446225
 -0.33412385]",3901039,not_blob,not_blob,train,3901039,2,1.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,,,,,,,,
74,"[-2.82286295 -7.96789613  4.58125187 ... -7.22092998 -3.67636321
 11.98998041]",3904181,not_blob,not_blob,test,3904181,1,14.0,1,0,91.0,0.0,0.0,14,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0.0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1,0,,,,,,,,
75,"[ -2.89825321  -6.56256953   7.5202782  ... -13.84030716  -2.70926303
  11.62609237]",3908026,not_blob,not_blob,train,3908026,2,9.0,1,0,36.0,0.0,0.0,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0.0,0,0,21.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,0,,,,,,,,
76,"[-2.85460854 -1.32283691  4.4571017  ... -2.83121569  1.06340507
  1.166306  ]",3917715,not_blob,not_blob,test,3917715,3,2.0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0.0,0,0,9.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,11,1,0,,,,,,,,
77,"[ -7.58824247  -9.83918372   3.12253421 ... -14.56987172  -3.73968922
  19.84896788]",3918287,not_blob,not_blob,train,3918287,2,6.0,2,0,13.0,0.06666667,0.06666667,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0.0,0,0,21.0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,14,10,0,,,,,,,,
78,"[ -9.25551857   0.27931637  -0.65133762 ... -11.4541864   -8.07825314
  10.05825566]",3919445,not_blob,not_blob,train,3919445,9,9.0,1,12,0.0,1.0,1.0,3,0,2,1,0,0,2,0,0,0,3,0,0,1,0,2.0,1,0,38.0,0,4,1,1,0,3,0,8,0,7,4,0,0,0,44,2,2,,,,,,,,
79,"[-10.73255177  -6.5773689   17.12742561 ... -18.36486375  -2.76302209
  15.97056551]",3920625,not_blob,not_blob,test,3920625,2,8.0,1,0,20.0,0.14285715,0.14285715,8,0,8,0,0,0,8,0,0,0,4,0,0,4,0,0.0,0,0,30.0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,13,1,0,,,,,,,,
80,"[-1.4757352  -1.0525184   1.1143004  ...  0.23122996 -0.01997474
  0.32328975]",3922769,not_blob,not_blob,train,3922769,4,1.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,,,,,,,,
81,"[-27.06852587  -9.98807212  12.24394651 ... -29.11670624 -21.45527685
   4.72441186]",3922790,not_blob,not_blob,train,3922790,17,16.0,1,30,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0.0,1,0,91.0,1,4,3,5,0,12,2,17,3,14,6,0,0,0,80,1,7,,,,,,,,
82,"[ 0.02251346 -1.27638337  1.06297584 ... -1.94658977 -0.92108449
 -0.76450306]",3929567,not_blob,not_blob,test,3929567,2,1.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,,,,,,,,
83,"[ -14.36005435  -71.50674048   82.90968956 ... -370.72196565  -45.62187111
   76.41512397]",3931780,not_blob,not_blob,train,3931780,13,82.0,1,39,224.0,0.31264368,0.39310345,32,1,29,3,0,0,30,0,0,0,8,6,3,5,0,0.0,6,7,370.0,33,0,16,2,7,12,17,38,8,17,3,0,5,0,131,9,0,,,,,,,,
84,"[-1.29841208 -1.39779785  2.15098107 ... -3.10307312 -0.84266695
  3.63498664]",3936103,not_blob,not_blob,test,3936103,2,3.0,1,0,0.0,1.0,1.0,2,0,1,0,1,0,2,0,0,0,1,0,0,1,0,0.0,0,0,9.0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,28,1033,0,,,,,,,,
85,"[ -9.27467727 -10.84742996  10.96904565 ... -14.88185218  -8.28779623
  12.26463006]",3937045,not_blob,not_blob,train,3937045,5,11.0,2,11,6.0,0.0,0.0,4,1,3,0,1,0,4,0,0,0,0,0,0,0,0,0.0,0,1,46.0,4,1,4,0,0,1,9,13,1,11,3,0,0,0,20,1025,0,,,,,,,,
86,"[-54.94011369 -45.84360402  31.89484673 ... -78.67426842 -46.32289834
 102.43797815]",3937197,not_blob,not_blob,train,3937197,9,16.0,1,9,72.0,0.03846154,0.03846154,13,0,13,0,0,0,13,0,0,0,1,0,0,1,0,0.0,1,0,67.0,12,0,1,0,0,1,0,2,0,2,0,2,0,0,44,1,0,,,,,,,,
87,"[ -53.82286312  -20.96509509   71.89689334 ... -116.68156254   21.12013663
   26.77942681]",3938271,not_blob,not_blob,train,3938271,17,25.0,2,54,36.0,0.71428573,1.0,9,0,6,2,1,0,7,0,0,0,3,0,0,3,0,0.0,2,0,161.0,16,0,10,3,2,10,0,22,2,40,5,0,1,29,66,1,3,,,,,,,,
88,"[-1.5274397  -2.0777185   0.28551716 ... -1.1125681  -1.2486677
  2.071815  ]",3939400,not_blob,not_blob,train,3939400,1,2.0,1,0,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,,,,,,,,
89,"[-2.71319531 -0.56610368  3.14316928 ... -4.70252679 -0.51589656
  3.11758117]",3940608,not_blob,not_blob,train,3940608,3,1.0,1,7,0.0,0.2613972291937913,0.32355633344881946,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,1,8.0,0,0,0,0,0,4,0,1,2,1,0,0,0,0,28,0,0,,,,,,,,
90,"[ -7.68492943  -6.6233518    7.17496952 ... -12.58702052  -2.66581409
  11.05252588]",3940746,not_blob,not_blob,train,3940746,2,4.0,1,3,2.0,0.33333334,0.33333334,4,0,3,1,0,0,3,0,0,0,2,0,0,0,0,2.0,0,0,20.0,0,0,0,0,0,5,0,2,2,2,0,0,0,0,17,1,0,,,,,,,,
91,"[-8.54458191e+00 -2.54038006e+00  2.28782859e+01 ... -1.46242473e+01
 -2.23935694e-02  7.14135724e+00]",3942114,not_blob,not_blob,test,3942114,5,9.0,1,8,0.0,0.53571427,0.53571427,8,0,8,0,0,0,8,0,0,0,2,1,0,2,0,0.0,2,0,34.0,7,0,1,0,0,3,0,5,0,5,1,0,0,0,27,1,2,,,,,,,,
92,"[-3.20259562 -2.65244753  6.52617049 ... -4.68815984 -0.92316577
  4.56629717]",3943759,not_blob,not_blob,test,3943759,2,2.0,1,1,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0.0,1,0,9.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,46,1,0,,,,,,,,
93,"[-2.93803968 -0.14271441  3.85771191 ... -6.33830184 -0.09669599
  4.76738153]",3946225,not_blob,not_blob,test,3946225,5,1.0,2,0,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,1,0,0,2,0,2,0,0,0.0,2,0,12.0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,23,1025,0,,,,,,,,
94,"[-5.0469141  -5.47205651  2.89925417 ... -6.11948526 -2.76244852
  9.18820524]",3949836,not_blob,not_blob,train,3949836,5,3.0,1,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0.0,0,0,12.0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,6,17,0,,,,,,,,
95,"[-40.9660431    3.07661091 -32.6287185  ... -55.75281113 -56.17597546
  27.00215812]",3950225,not_blob,not_blob,train,3950225,30,44.0,1,58,31.0,1.0,1.0,11,0,3,7,0,1,4,0,0,0,8,4,0,8,0,0.0,8,0,200.0,9,4,4,1,4,19,2,55,1,50,7,0,0,2,113,1,2,,,,,,,,
96,"[-12.31595084 -11.35154622  14.77882794 ... -17.56180552  -6.91691652
  23.3590123 ]",3952888,not_blob,not_blob,test,3952888,2,12.0,1,8,21.0,0.16666667,0.19444445,10,5,9,1,0,0,9,0,0,0,4,1,0,2,2,0.0,3,3,43.0,7,0,1,0,0,2,1,5,2,5,1,0,0,0,26,17,1,,,,,,,,
97,"[-68.89334759 -27.28944437  60.93952373 ... -83.71963938 -15.23478899
  48.27776809]",3953485,not_blob,not_blob,train,3953485,24,34.0,1,24,113.0,0.13071896,0.28104576,19,0,15,1,3,0,18,0,0,0,13,1,2,8,3,0.0,3,0,134.0,8,1,8,2,0,4,2,21,0,20,2,2,0,0,111,1,2,,,,,,,,
98,"[-0.60326108 -2.44476693  5.83485591 ... -3.02982241 -0.59024429
  2.63952404]",3954827,not_blob,not_blob,train,3954827,2,4.0,2,0,0.0,0.5,0.5,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0.0,0,0,15.0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,13,1,0,,,,,,,,
99,"[-5.21741327 -5.42029281  9.32638589 ... -9.47394835 -1.02830586
 13.0247288 ]",3962016,not_blob,not_blob,test,3962016,5,5.0,2,2,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,4,0,2,0,2,0.0,2,0,32.0,0,0,0,0,0,0,0,8,0,4,1,2,0,0,41,1,0,,,,,,,,
100,"[-14.68693626  -7.26505001  17.25308441 ... -23.46672131   0.25821812
  16.91868538]",3963239,not_blob,not_blob,train,3963239,7,8.0,2,2,3.0,0.4,0.4,6,0,6,0,0,0,6,1,0,0,2,0,1,0,1,0.0,1,0,34.0,1,0,0,2,0,0,0,2,0,2,1,1,0,0,45,1025,0,,,,,,,,
101,"[-10.76625492  -3.44298998   6.07570853 ... -17.90678784  -7.87738162
  11.61907144]",3969522,not_blob,not_blob,train,3969522,13,3.0,1,5,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,4,0,0,4,0,0.0,0,0,27.0,2,0,0,0,0,3,5,3,0,6,1,1,0,1,21,9,0,,,,,,,,
102,"[ -50.75834254  -47.74003102   72.99680784 ... -143.59819708  -39.27473715
   98.68275508]",3970015,not_blob,not_blob,train,3970015,29,12.0,1,25,3.0,0.6666667,1.0,7,0,3,3,0,1,4,0,0,1,15,1,0,15,0,0.0,14,4,168.0,5,0,1,2,1,9,0,22,3,22,1,1,4,2,97,8,0,,,,,,,,
103,"[-2.17458487 -2.21753854  1.75206649 ... -2.35941857 -1.43713832
  3.59863353]",3972251,not_blob,not_blob,train,3972251,2,2.0,1,1,0.0,0.2613972291937913,0.32355633344881946,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0.0,0,0,9.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,10,0,,,,,,,,
104,"[-1.73506528 -0.85809825  0.71970248 ... -1.59918928  0.20646894
  0.71780431]",3972555,not_blob,not_blob,test,3972555,1,2.0,1,0,1.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,,,
105,"[-2.1763568  -2.1830232   2.4052267  ... -4.4802527   0.42754698
  3.70369   ]",3974401,not_blob,not_blob,train,3974401,2,2.0,1,2,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,7.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,1,0,,,,,,,,
106,"[ -9.38888863 -11.46084262   7.98978138 ... -13.88960264  -2.60166848
  14.49096946]",3974797,not_blob,not_blob,test,3974797,2,12.0,1,4,0.0,0.71428573,0.71428573,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0.0,0,0,31.0,8,0,6,0,1,0,1,3,0,2,1,0,0,0,28,1,0,,,,,,,,
107,"[ -8.94106543  -6.9958618    7.43627128 ... -10.49003221   1.90211485
  15.06406946]",3975932,not_blob,not_blob,train,3975932,9,5.0,1,5,0.0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0.0,0,0,20.0,4,1,0,0,0,0,0,1,0,3,1,0,0,0,13,1024,0,,,,,,,,
108,"[-1.41615173 -0.12526467  5.99008921 ... -2.12406838  3.60145095
  2.16999285]",3977344,not_blob,not_blob,train,3977344,2,4.0,1,0,0.0,0.5,0.5,4,0,4,0,0,0,4,0,0,0,1,0,0,0,0,1.0,0,0,14.0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,11,1,0,,,,,,,,
109,"[-14.95504057  -3.08258677   6.34938239 ... -10.25605725   3.00287051
   8.34626362]",3977475,not_blob,not_blob,train,3977475,8,7.0,1,5,3.0,0.0,0.0,3,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0.0,0,1,24.0,5,0,2,0,0,0,0,2,0,2,2,0,1,0,51,17,0,,,,,,,,
110,[-2.2100291 -1.4034374  4.865097  ... -6.1322    -3.7825449  8.703669 ],3978398,not_blob,not_blob,train,3978398,3,3.0,1,1,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0.0,1,0,14.0,3,0,0,0,0,0,4,1,0,1,1,0,0,0,10,1,0,,,,,,,,
111,"[-8.20721195 -3.89655195  9.59113738 ... -7.39475137  2.77771655
  5.35790178]",3981336,not_blob,not_blob,test,3981336,4,5.0,2,5,0.0,0.5,0.6,5,0,3,0,2,0,5,0,0,0,2,0,0,2,0,0.0,2,0,22.0,3,0,0,0,0,1,0,2,0,2,0,0,0,0,26,1,0,,,,,,,,
112,"[-38.58029909 -26.00718691  32.45629381 ... -47.16065879  18.2492824
  10.84835738]",3985009,not_blob,not_blob,train,3985009,9,16.0,2,28,36.0,0.0,0.0,9,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0,0,59.0,12,0,4,1,3,4,2,4,5,12,2,0,0,8,68,17,0,,,,,,,,
113,"[-1.42850558 -1.3349797   1.25299913 ... -3.43823694  0.55037193
  1.28443757]",3985224,not_blob,not_blob,test,3985224,3,3.0,2,6,3.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0.0,0,0,13.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,9,0,,,,,,,,
114,"[-1.8821395  -0.82249819  1.64582616 ... -2.16256683  0.44954796
  3.04901177]",3985971,not_blob,not_blob,test,3985971,2,1.0,1,1,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,,,,,,,,
115,"[-1.13889867 -2.11165856  8.80531633 ... -4.87541741 -0.7342331
  5.87354857]",3993530,not_blob,not_blob,train,3993530,5,5.0,2,0,10.0,0.0,0.0,5,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0.0,0,0,16.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,0,,,,,,,,
116,"[-12.30539897  -8.04596156   4.25963619 ... -11.71031783  -7.36523688
  11.98141217]",4003009,not_blob,not_blob,train,4003009,4,8.0,1,5,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,1,0.0,0,0,33.0,5,0,5,0,1,1,3,5,0,4,1,0,0,0,27,4,0,,,,,,,,
117,"[-27.8958218    0.77925985  11.64809785 ... -47.49600497 -14.95171656
   9.41266865]",4004762,not_blob,not_blob,train,4004762,18,40.0,2,29,0.0,0.5,0.6818181999999999,12,0,12,0,0,0,12,0,0,0,6,0,0,6,0,0.0,0,2,120.0,14,0,21,0,18,2,12,40,6,18,2,0,0,0,173,1,0,,,,,,,,
118,"[ -1.05767195  -2.36952391  15.9477046  ... -12.87689865  -5.15583724
   9.56654881]",4008191,not_blob,not_blob,test,4008191,3,8.0,2,1,21.0,0.0,0.0,7,0,7,0,0,0,8,0,0,0,1,1,0,0,1,0.0,1,0,30.0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,23,1,0,,,,,,,,
119,"[-5.42728981 -4.16489357  3.78738505 ... -7.28205556 -3.11646466
  8.51365192]",4010920,not_blob,not_blob,train,4010920,7,5.0,1,1,6.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,1,1,0,0,0.0,1,0,17.0,4,0,0,0,0,4,0,1,0,1,1,0,0,0,60,1,0,,,,,,,,
120,"[-1.93805838 -0.93812753  6.74622644 ... -4.14887663  1.00012293
  4.24117404]",4027396,not_blob,not_blob,test,4027396,11,3.0,2,1,3.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,11.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,,,,,,,,
121,"[-21.73182239 -14.51905841  27.13659819 ... -32.53784536   1.98149016
  27.87694199]",4028511,not_blob,not_blob,train,4028511,10,13.0,2,7,49.0,0.06666667,0.06666667,11,0,1,1,9,0,10,0,0,0,1,0,0,1,0,0.0,0,0,42.0,10,0,0,0,0,1,0,3,0,3,0,2,0,0,25,8,0,,,,,,,,
122,"[-2.82473946 -7.15399897  1.60178475 ... -5.73759604 -4.16641572
  8.4335655 ]",4029077,not_blob,not_blob,train,4029077,4,7.0,1,0,21.0,0.0,0.0,7,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0.0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1032,0,,,,,,,,
123,"[-3.58129233 -1.79584025  3.30384998 ... -4.88221991 -0.14325783
  2.91855641]",4031193,not_blob,not_blob,train,4031193,4,2.0,1,0,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,,,,,,,,
124,"[-1.79056296 -1.98644429  0.62135518 ... -2.97020352 -0.15262946
  1.59078115]",4031820,not_blob,not_blob,train,4031820,4,1.0,2,5,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,,,,,,,,
125,"[-14.14749625 -13.74229515  21.37090089 ... -29.87051693   4.77482224
   6.9377787 ]",4032784,not_blob,not_blob,train,4032784,15,13.0,1,15,45.0,0.0,0.0,10,9,9,1,0,0,9,0,0,0,0,0,0,0,0,0.0,0,1,48.0,9,1,0,2,0,3,0,3,2,10,1,0,0,7,83,17,0,,,,,,,,
126,"[ -4.09198586  -3.40399099  16.01418479 ... -26.41739997  -2.42789747
  27.29915568]",4034186,not_blob,not_blob,train,4034186,7,10.0,2,8,14.0,0.1904762,0.2857143,8,0,6,1,0,1,7,0,0,0,2,0,0,2,0,0.0,2,0,44.0,9,0,0,0,0,0,0,4,0,4,1,0,0,0,44,8,0,,,,,,,,
127,"[ -8.78189019  -7.77303022   8.81372424 ... -14.2303275    0.89513381
  12.41193363]",4039372,not_blob,not_blob,train,4039372,7,6.0,1,5,1.0,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1.0,0,0,25.0,2,0,0,1,0,0,3,4,1,3,1,0,0,0,27,2,0,,,,,,,,
128,"[-7.47608758 -6.77144933  3.9003701  ... -9.82137002 -2.64944923
  8.94725516]",4039655,not_blob,not_blob,train,4039655,5,5.0,1,2,0.0,0.6666667,1.0,4,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0.0,4,0,27.0,4,0,0,1,0,0,0,5,0,5,1,0,0,0,15,1,0,,,,,,,,
129,"[ -7.34170178 -11.47096376  12.47186273 ... -17.02186932  -5.06118108
  18.79348824]",4040842,not_blob,not_blob,test,4040842,2,3.0,1,2,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0.0,0,0,34.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,13,1,0,,,,,,,,
130,"[ 0.06528856 -2.17673414  3.26072636 ... -4.93293825 -1.49463639
  1.3975843 ]",4042780,not_blob,not_blob,train,4042780,6,7.0,1,0,21.0,0.0,0.0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0.0,0,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,,,,,,,,
131,"[-6.49231863 -3.33924273  4.21548431 ... -7.1785107  -8.12109673
  5.20141016]",4042826,not_blob,not_blob,train,4042826,6,28.0,1,8,15.0,0.36363637,0.6545454,11,0,11,0,0,0,11,0,0,0,10,4,1,9,0,0.0,4,0,102.0,4,2,4,0,3,2,20,41,9,18,3,0,0,0,116,1,0,,,,,,,,
132,"[-2.32802927 -2.22184467  1.92545909 ... -2.71554476 -1.33698219
  3.55677676]",4043845,not_blob,not_blob,train,4043845,3,2.0,2,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,,,,,,,,
133,"[-5.01791687 -2.11984751  3.78772728 ... -9.02248708 -2.39487625
  5.14244394]",4044534,not_blob,not_blob,test,4044534,8,5.0,2,15,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,21.0,1,2,1,0,0,1,3,7,1,5,2,0,0,0,13,8,0,,,,,,,,
134,"[-1.6139325   0.92281085 -1.6273036  ... -2.610155   -2.756883
  0.40332478]",4045091,not_blob,not_blob,train,4045091,5,2.0,2,9,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,15.0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,32,1,0,,,,,,,,
135,"[-24.98467941  -3.23369813  -0.31089027 ... -32.80710188 -21.27593188
  32.73835257]",4045146,not_blob,not_blob,train,4045146,9,12.0,1,26,0.0,0.75,0.75,8,0,8,0,0,0,8,0,0,0,4,0,0,4,0,0.0,4,0,80.0,2,0,0,5,0,0,1,7,0,5,4,0,0,0,51,1,0,,,,,,,,
136,"[-3.65965521 -4.24805513  2.39070353 ... -5.16731308 -1.43206252
  6.9683339 ]",4045943,not_blob,not_blob,train,4045943,3,2.0,1,0,1.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,8.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,,,,,,,,
137,"[-3.56355998 -2.66500401  7.12789499 ... -5.89129543 -0.51145804
  5.6387347 ]",4046009,not_blob,not_blob,train,4046009,4,4.0,2,0,4.0,0.16666667,0.16666667,4,0,3,0,1,0,4,0,0,0,1,0,0,1,0,0.0,0,0,15.0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,43,1025,0,,,,,,,,
138,"[-0.14661948 -0.07151762  1.38536789 ... -1.96873246 -1.73238349
 -0.14381073]",4050604,not_blob,not_blob,train,4050604,4,1.0,2,4,0.0,0.2613972291937913,0.32355633344881946,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,,,,,,,,
139,"[-137.96750123  -90.08268236  108.26418369 ... -239.98636225    0.53196958
  110.79523047]",4051558,not_blob,not_blob,test,4051558,15,4.0,1,1,4.0,0.0,0.0,4,0,2,1,0,1,3,0,0,0,1,0,0,1,0,0.0,1,0,117.0,2,0,0,0,0,0,0,1,0,1,0,0,6,0,55,0,0,,,,,,,,
140,"[ -7.51610152  -9.50325168  10.39789848 ... -15.14646305  -2.51149473
  15.53783241]",4055860,not_blob,not_blob,test,4055860,5,8.0,1,5,0.0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,4,0,4,0,0,0.0,4,1,28.0,5,0,4,0,0,1,0,5,0,5,1,0,0,0,44,9,0,,,,,,,,
141,"[-14.26436792  -0.5369552    2.85629195 ...  -7.72502024   5.28834009
  -8.82465791]",4058195,not_blob,not_blob,test,4058195,8,6.0,1,14,3.0,0.0,0.0,3,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0.0,0,1,20.0,3,1,2,0,0,4,0,2,1,1,2,0,0,0,42,1,0,,,,,,,,
142,"[ 0.73207863 -1.73211351  2.56199234 ... -6.83610602 -1.65970398
  4.8709048 ]",4059685,not_blob,not_blob,train,4059685,4,3.0,1,0,3.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,44,1,0,,,,,,,,
143,"[ -7.96376248  -3.2548994    1.1668387  ... -18.81060573  -4.84577407
  10.56324521]",4059863,not_blob,not_blob,test,4059863,10,6.0,1,12,1.0,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,9,2,1,3,5,0.0,5,0,43.0,1,0,1,2,0,3,8,11,1,10,2,0,0,0,50,1,0,,,,,,,,
144,"[-33.07737854 -12.95621817  13.9366491  ... -39.85860015 -10.86747533
  22.6559687 ]",4062660,not_blob,not_blob,train,4062660,13,23.0,1,25,95.0,0.03809524,0.0952381,15,0,2,0,0,13,15,5,0,0,6,0,0,2,0,4.0,5,0,89.0,7,1,5,0,1,5,2,11,4,12,2,1,0,0,86,1024,4,,,,,,,,
145,"[-47.52339701 -12.77525522   0.50245877 ... -76.52659069  -9.97289561
  21.6750135 ]",4063507,not_blob,not_blob,train,4063507,16,5.0,1,31,10.0,0.0,0.0,5,2,3,2,0,0,3,0,0,0,0,0,0,0,0,0.0,0,2,60.0,4,0,0,0,0,1,0,10,0,11,0,1,0,1,52,9,0,,,,,,,,
146,"[-14.12193117  -1.82075471  14.08486433 ... -15.74311393   4.52905122
  14.18190533]",4064087,not_blob,not_blob,test,4064087,8,9.0,2,4,28.0,0.0,0.0,8,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0.0,0,0,26.0,1,0,1,0,0,0,0,2,2,1,0,0,0,0,35,1,0,,,,,,,,
147,"[-2.89826297 -9.65533209  2.90679598 ... -8.07910395 -5.55673684
 12.42827439]",4066245,not_blob,not_blob,train,4066245,5,10.0,1,0,45.0,0.0,0.0,10,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0.0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1032,0,,,,,,,,
148,"[ -7.74780664  -5.121519     5.88051994 ... -11.27364185   3.90052548
   1.11002174]",4069688,not_blob,not_blob,train,4069688,11,3.0,2,9,1.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,11.0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,21,1,0,,,,,,,,
